Date,Country,Region,Chain,Parent_SKU,SKU_Description,Total_Qty_CTN
2025-04-12,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,74
2025-04-12,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,0
2025-04-12,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,9
2025-04-12,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,6
2025-04-12,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,8
2025-04-12,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,7
2025-04-12,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,26
2025-04-12,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,18
2025-04-12,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,13
2025-04-12,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,16
2025-04-12,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,12
2025-04-12,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,34
2025-04-12,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,22
2025-04-12,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,13
2025-04-12,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,23
2025-04-12,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,16
2025-04-12,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,72
2025-04-12,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,95
2025-04-12,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,52
2025-04-12,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,48
2025-04-12,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,0
2025-04-12,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,47
2025-04-12,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,52
2025-04-12,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,23
2025-04-12,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,39
2025-04-12,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,26
2025-04-12,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,92
2025-04-12,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,45
2025-04-12,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,46
2025-04-12,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,76
2025-04-12,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,40
2025-04-12,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,43
2025-04-12,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,32
2025-04-12,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,28
2025-04-12,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,35
2025-04-12,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,22
2025-04-12,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,96
2025-04-12,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,100
2025-04-12,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,46
2025-04-12,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,71
2025-04-12,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,43
2025-04-12,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,108
2025-04-12,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,61
2025-04-12,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,54
2025-04-12,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,72
2025-04-12,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,65
2025-04-12,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,68
2025-04-12,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,68
2025-04-12,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,48
2025-04-12,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,49
2025-04-12,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,51
2025-04-12,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,143
2025-04-12,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,174
2025-04-12,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,92
2025-04-12,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,118
2025-04-12,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,83
2025-04-12,Thailand,Central,Big C,SKU-D001,Diaper Pants M,184
2025-04-12,Thailand,Central,Big C,SKU-D002,Diaper Pants L,157
2025-04-12,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,105
2025-04-12,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,135
2025-04-12,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,89
2025-04-12,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,0
2025-04-12,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,103
2025-04-12,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,75
2025-04-12,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,102
2025-04-12,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,91
2025-04-12,Thailand,North,Makro,SKU-D001,Diaper Pants M,120
2025-04-12,Thailand,North,Makro,SKU-D002,Diaper Pants L,0
2025-04-12,Thailand,North,Makro,SKU-D003,Diaper Tape NB,81
2025-04-12,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,85
2025-04-12,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,84
2025-04-12,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,148
2025-04-12,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,175
2025-04-12,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,91
2025-04-12,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,151
2025-04-12,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,116
2025-04-13,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,38
2025-04-13,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,37
2025-04-13,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,21
2025-04-13,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,29
2025-04-13,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,25
2025-04-13,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,129
2025-04-13,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,130
2025-04-13,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,71
2025-04-13,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,127
2025-04-13,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,67
2025-04-13,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,40
2025-04-13,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,34
2025-04-13,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,17
2025-04-13,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,28
2025-04-13,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,21
2025-04-13,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,26
2025-04-13,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,23
2025-04-13,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,13
2025-04-13,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,32
2025-04-13,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,18
2025-04-13,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,140
2025-04-13,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,99
2025-04-13,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,81
2025-04-13,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,0
2025-04-13,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,85
2025-04-13,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,37
2025-04-13,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,25
2025-04-13,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,20
2025-04-13,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,0
2025-04-13,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,25
2025-04-13,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,117
2025-04-13,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,86
2025-04-13,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,53
2025-04-13,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,78
2025-04-13,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,74
2025-04-13,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,107
2025-04-13,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,0
2025-04-13,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,52
2025-04-13,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,85
2025-04-13,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,49
2025-04-13,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,8
2025-04-13,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,7
2025-04-13,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,5
2025-04-13,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,0
2025-04-13,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,7
2025-04-13,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,21
2025-04-13,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,16
2025-04-13,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,11
2025-04-13,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,14
2025-04-13,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,12
2025-04-13,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,24
2025-04-13,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,15
2025-04-13,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,13
2025-04-13,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,18
2025-04-13,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,11
2025-04-13,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,85
2025-04-13,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,88
2025-04-13,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,41
2025-04-13,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,41
2025-04-13,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,54
2025-04-13,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,34
2025-04-13,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,29
2025-04-13,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,21
2025-04-13,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,30
2025-04-13,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,23
2025-04-13,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,73
2025-04-13,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,65
2025-04-13,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,41
2025-04-13,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,67
2025-04-13,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,44
2025-04-13,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,36
2025-04-13,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,25
2025-04-13,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,18
2025-04-13,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,21
2025-04-13,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,20
2025-04-13,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,89
2025-04-13,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,78
2025-04-13,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,33
2025-04-13,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,59
2025-04-13,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,57
2025-04-13,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,70
2025-04-13,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,66
2025-04-13,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,48
2025-04-13,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,56
2025-04-13,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,54
2025-04-13,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,56
2025-04-13,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,48
2025-04-13,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,32
2025-04-13,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,53
2025-04-13,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,28
2025-04-13,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,111
2025-04-13,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,93
2025-04-13,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,66
2025-04-13,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,96
2025-04-13,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,97
2025-04-13,Thailand,Central,Big C,SKU-D001,Diaper Pants M,141
2025-04-13,Thailand,Central,Big C,SKU-D002,Diaper Pants L,104
2025-04-13,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,72
2025-04-13,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,124
2025-04-13,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,108
2025-04-13,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,126
2025-04-13,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,95
2025-04-13,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,72
2025-04-13,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,85
2025-04-13,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,72
2025-04-13,Thailand,North,Makro,SKU-D001,Diaper Pants M,114
2025-04-13,Thailand,North,Makro,SKU-D002,Diaper Pants L,96
2025-04-13,Thailand,North,Makro,SKU-D003,Diaper Tape NB,65
2025-04-13,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,107
2025-04-13,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,73
2025-04-13,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,116
2025-04-13,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,132
2025-04-13,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,103
2025-04-13,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,114
2025-04-13,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,70
2025-04-14,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,73
2025-04-14,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,66
2025-04-14,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,32
2025-04-14,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,49
2025-04-14,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,41
2025-04-14,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,255
2025-04-14,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,159
2025-04-14,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,84
2025-04-14,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,0
2025-04-14,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,142
2025-04-14,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,55
2025-04-14,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,49
2025-04-14,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,38
2025-04-14,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,47
2025-04-14,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,33
2025-04-14,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,41
2025-04-14,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,40
2025-04-14,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,23
2025-04-14,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,38
2025-04-14,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,32
2025-04-14,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,185
2025-04-14,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,191
2025-04-14,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,142
2025-04-14,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,168
2025-04-14,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,148
2025-04-14,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,58
2025-04-14,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,40
2025-04-14,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,32
2025-04-14,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,40
2025-04-14,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,48
2025-04-14,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,165
2025-04-14,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,165
2025-04-14,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,90
2025-04-14,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,114
2025-04-14,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,110
2025-04-14,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,134
2025-04-14,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,113
2025-04-14,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,77
2025-04-14,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,101
2025-04-14,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,62
2025-04-14,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,11
2025-04-14,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,11
2025-04-14,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,9
2025-04-14,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,10
2025-04-14,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,8
2025-04-14,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,33
2025-04-14,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,29
2025-04-14,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,13
2025-04-14,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,24
2025-04-14,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,20
2025-04-14,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,28
2025-04-14,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,35
2025-04-14,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,21
2025-04-14,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,20
2025-04-14,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,21
2025-04-14,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,99
2025-04-14,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,97
2025-04-14,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,64
2025-04-14,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,119
2025-04-14,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,60
2025-04-14,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,68
2025-04-14,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,42
2025-04-14,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,35
2025-04-14,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,47
2025-04-14,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,26
2025-04-14,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,127
2025-04-14,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,115
2025-04-14,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,51
2025-04-14,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,98
2025-04-14,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,83
2025-04-14,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,50
2025-04-14,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,38
2025-04-14,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,23
2025-04-14,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,40
2025-04-14,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,32
2025-04-14,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,124
2025-04-14,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,98
2025-04-14,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,86
2025-04-14,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,95
2025-04-14,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,83
2025-04-14,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,152
2025-04-14,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,91
2025-04-14,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,68
2025-04-14,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,103
2025-04-14,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,78
2025-04-14,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,75
2025-04-14,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,82
2025-04-14,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,52
2025-04-14,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,73
2025-04-14,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,42
2025-04-14,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,212
2025-04-14,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,164
2025-04-14,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,116
2025-04-14,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,119
2025-04-14,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,119
2025-04-14,Thailand,Central,Big C,SKU-D001,Diaper Pants M,220
2025-04-14,Thailand,Central,Big C,SKU-D002,Diaper Pants L,204
2025-04-14,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,105
2025-04-14,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,134
2025-04-14,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,180
2025-04-14,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,237
2025-04-14,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,142
2025-04-14,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,88
2025-04-14,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,134
2025-04-14,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,115
2025-04-14,Thailand,North,Makro,SKU-D001,Diaper Pants M,207
2025-04-14,Thailand,North,Makro,SKU-D002,Diaper Pants L,169
2025-04-14,Thailand,North,Makro,SKU-D003,Diaper Tape NB,118
2025-04-14,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,107
2025-04-14,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,165
2025-04-14,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,195
2025-04-14,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,193
2025-04-14,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,126
2025-04-14,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,185
2025-04-14,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,158
2025-04-15,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,61
2025-04-15,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,59
2025-04-15,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,26
2025-04-15,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,51
2025-04-15,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,37
2025-04-15,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,200
2025-04-15,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,210
2025-04-15,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,121
2025-04-15,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,179
2025-04-15,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,107
2025-04-15,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,48
2025-04-15,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,43
2025-04-15,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,26
2025-04-15,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,57
2025-04-15,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,34
2025-04-15,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,51
2025-04-15,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,30
2025-04-15,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,28
2025-04-15,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,51
2025-04-15,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,32
2025-04-15,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,223
2025-04-15,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,160
2025-04-15,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,112
2025-04-15,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,162
2025-04-15,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,118
2025-04-15,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,50
2025-04-15,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,47
2025-04-15,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,30
2025-04-15,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,29
2025-04-15,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,39
2025-04-15,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,146
